"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32","fin46","fin47","fin48a","fin48b","fin48c","fin48d","fin48e","fin48f","fin49a","fin49b","fin49c","fin49d","fin49e","fin49f","fin50","fin51"
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,154660650,1.01982032352975,2,45,1,2,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,7,,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,2,2,2,2,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,154791413,0.43428257144105,2,55,2,5,2,1,1,1,1,1,1,1,2,4,1,4,0,2,1,1,2,2,1,4,2,,2,1,2,2,,,,,,,,,,,5,5,5,1,2,3,,,,,,,,,1,1,2,4,1,2,,2,2,,2,2,2,,2,2,1,,,2,1,3,5,1,2,2,2,2,2,,4,2,2,,1,1,2,,1,1,2,2,,1,1,2,2,2,1,,,,,2,1,1,2,,,1,2,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,8,1,1,2,2,,1,1,,1,1,4,,1,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,154885840,0.909450894753844,2,18,2,1,2,1,0,0,0,0,1,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,5,1,5,2,,,,,,,,,,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,4,1,1,,,,,,,,,,,,,,2,2,1,1,,2,,,8,1,1,2,2,,2,2,1,7,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,155164536,0.735561879197982,2,68,1,1,2,2,0,0,0,0,1,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,155469840,1.56285382666143,1,20,1,4,2,2,0,0,0,0,1,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,1,2,2,,2,,1,,2,2,1,,,,7,,5,2,,,,,,,,,,,1,2,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,155576612,0.438066594768345,2,50,2,5,1,1,1,1,1,1,0,1,4,4,4,1,0,1,1,1,2,2,2,1,2,,1,1,1,2,,,,,,,,,,,1,1,1,1,2,2,,,,,,,,,1,1,2,2,1,1,,2,2,,2,2,2,,2,2,2,,,2,1,3,3,2,,,,2,2,,4,1,2,,1,1,1,1,1,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,1,1,1,,,1,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,1,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,155587384,1.86586620191434,2,41,1,5,2,1,0,0,0,0,0,0,4,4,3,5,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,1,2,2,2,2,,,,3,,,,,,2,0,2,2,1,2,1,2,2,2,2,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,155587961,0.25324331197111,1,49,2,5,1,1,1,1,1,1,1,1,4,4,4,4,0,1,1,1,1,1,1,3,3,1,1,2,2,2,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,1,1,2,2,1,2,,2,2,,2,2,1,,2,2,1,,,,1,1,1,2,,,,1,2,,1,2,2,,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,155857859,1.06484828811621,2,16,1,1,1,1,0,0,0,0,0,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,,1,,,,,2,2,,2,,2,2,2,2,2,,,2,1,1,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,1,2,,2,1,,2,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,,2,,1,1,2,2,1,2,1,2,1,2,1,1,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,155884753,1.62109919319453,2,28,1,4,1,1,0,0,0,0,0,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,156072220,0.770533762601271,2,40,1,4,1,1,0,0,0,0,1,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,1,,,,,2,2,,2,,1,2,1,2,1,,,,2,1,1,2,,,,,,,,,,,2,,2,,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,2,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,156172166,0.809676065705288,2,32,2,3,2,2,0,0,0,0,0,1,2,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,,1,,,,,2,2,,2,,2,2,2,2,2,,,2,2,2,3,2,,,,,,,,,,,2,,1,2,1,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,8,1,3,,1,1,1,1,2,2,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,156400907,1.042845674687,1,29,1,5,2,1,0,0,0,0,1,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,1,,2,2,2,,,,3,2,5,2,,,,2,2,,4,2,2,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,2,1,2,2,2,2,2,2,1,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,156676148,1.85312555944724,2,20,2,1,2,2,1,0,1,0,0,1,4,1,4,4,0,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,,2,3,2,2,,2,2,,2,,2,,2,2,2,,,2,2,2,5,1,1,2,,,,,,,,,2,,1,2,1,2,,,,,2,,,,,,,,,1,2,1,2,,,1,2,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,1,2,,1,1,,2,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,2,,1,1,2,2,2,2,2,2,1,2,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157097684,0.910270276097797,1,29,3,5,1,1,0,0,0,0,0,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,1,3,3,2,,,,,,,,,,,2,,2,,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157283899,1.33133569395247,1,56,1,1,2,2,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,1,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,2,2,2,2,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157382568,0.319408035614927,2,20,2,5,1,2,0,1,1,1,0,0,4,4,4,4,0,2,3,1,2,,,,,,,,,,,,,,,,,,,2,2,3,1,1,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,2,2,,4,2,1,2,2,,2,,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157467496,0.400170568445897,1,55,3,2,1,1,1,0,1,0,1,1,1,4,4,4,0,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,1,,,,,1,2,,2,,2,2,1,2,1,,,1,4,1,2,2,,,,,,,,,,,2,,1,1,1,1,2,2,,1,1,1,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157648812,1.27148060055425,1,52,1,1,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,2,2,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,3,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157744452,1.11632416190103,1,19,1,2,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,3,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157849240,0.438066594768345,2,49,2,4,1,1,1,1,1,1,0,1,4,4,4,4,1,4,1,1,1,1,1,1,1,,4,1,1,2,,,,,,,,,,,1,1,2,1,1,2,,,,,,,,,2,1,2,1,1,2,,2,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,2,1,3,,2,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,3,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,2,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,157918240,2.20668563759395,2,75,1,3,2,1,1,0,1,0,1,1,3,4,1,2,0,1,1,1,2,2,1,2,2,,1,1,2,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,2,2,1,2,,2,2,,2,,2,,2,2,1,,,2,1,2,5,2,,,,2,2,,4,2,2,,2,,1,1,1,1,2,1,,,1,2,2,2,2,2,,,,2,1,1,2,,,2,2,,1,2,2,1,,2,4,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,4,1,1,2,2,,2,2,1,2,1,1,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,158025835,2.49804205265329,1,74,1,4,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,1,8,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,158051666,0.328288035152885,2,34,2,5,1,2,0,1,1,1,0,0,4,4,4,4,0,4,2,1,2,,,,,,,,,,,,,,,,,,,2,3,4,2,1,2,1,1,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,3,3,4,2,,,,2,2,,1,2,1,2,1,2,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,158300867,0.467704684173371,1,45,1,4,1,2,0,0,0,0,1,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,,1,,,,,2,2,,2,,1,2,1,1,2,,,,5,2,2,2,,,,,,,,,,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,2,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,158369154,1.14439392294925,2,16,2,5,1,1,1,0,1,0,1,1,4,4,4,4,0,4,3,0,2,2,2,5,5,1,1,2,2,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,2,4,1,2,,2,2,,2,,1,,2,2,1,,,,2,1,5,2,,,,2,2,,1,2,2,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,2,1,2,2,2,1,2,2,5,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,2,2,2,1,1,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,158704594,1.86348450420337,2,17,1,2,1,1,0,0,0,0,1,1,2,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,1,,,2,2,3,2,2,,,,,,,,,,,2,,1,2,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,2,,1,2,2,2,2,2,2,2,2,1,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159029756,0.492432052729327,2,28,2,5,1,2,1,1,1,1,0,0,4,4,4,4,1,2,2,1,1,2,2,2,3,,1,2,2,2,,,,,,,,,,,2,3,1,1,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,3,3,4,2,,,,2,1,2,,1,1,2,1,2,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,2,,2,2,,2,1,,1,2,,1,1,1,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159046642,0.25324331197111,2,35,2,3,1,2,0,0,0,0,1,0,2,4,4,4,0,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,3,2,3,2,,,,,,,,,,,2,,2,,1,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,1,,1,2,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159207755,0.25324331197111,2,32,2,3,1,1,0,0,0,0,0,1,3,4,4,4,0,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,3,2,2,1,2,2,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,2,2,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,1,1,,1,2,,1,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159220529,0.465063984818841,2,49,2,4,1,2,1,0,1,0,0,1,4,4,4,4,0,2,2,0,1,2,2,1,3,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,2,2,,4,2,1,2,1,2,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159250054,0.638816071229853,2,18,2,5,2,1,1,1,1,1,1,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,2,2,1,3,1,2,2,,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,1,,2,2,2,,,,2,2,4,2,,,,2,2,,4,1,2,,1,1,1,1,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,1,1,,1,1,1,,1,1,1,2,2,2,2,2,,,,,,,,,,2,,1,2,1,1,2,2,2,1,2,2,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159356007,1.77529091931859,2,23,2,4,1,2,1,0,1,0,1,1,4,4,4,4,0,4,2,0,2,2,2,3,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,,2,3,1,2,,2,2,,2,,2,,2,2,2,,,1,2,2,3,2,,,,2,2,,1,2,2,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159375828,0.506084569705297,1,20,2,1,2,2,0,0,0,0,1,0,4,4,4,3,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,1,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,1,2,2,,,,,,,,,,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,2,2,1,7,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159379826,0.535369466339519,1,22,2,3,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,2,,,,2,2,2,,2,,2,,1,1,1,,,2,8,,1,1,1,2,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159383285,0.322535277330783,1,27,3,5,2,1,1,1,1,1,0,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,2,,,,,,,,,1,1,1,1,2,2,,1,2,,2,2,2,2,2,2,2,,,2,1,3,2,1,2,2,1,1,1,2,,1,2,,2,,1,1,1,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,2,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159447821,1.29600856227045,1,24,1,4,2,2,1,1,1,1,0,1,4,4,4,4,0,1,2,1,2,,,,,,,,,,,,,,,,,,,1,2,2,3,1,2,2,,,,,,,,,2,2,1,,,,,2,2,,2,2,2,2,2,2,2,,,2,2,1,2,1,2,2,2,2,2,,1,2,2,,1,2,2,,1,1,1,2,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,1,2,2,1,,1,1,1,,2,1,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159455214,0.586012136022284,1,32,2,5,2,2,0,0,0,0,0,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,3,5,2,,,,,,,,,,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,2,1,2,,1,1,2,1,1,2,2,2,,,,,,,,,,2,,2,2,1,2,2,2,2,2,2,2,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,159523638,0.535369466339519,1,20,1,5,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
